rowid,sku,producto,proveedor,marca,precio_sin_iva,pmp_sin_iva,ganancia_moneda_nacional,margen_porcentaje,stock_total
89099,BE-J4BK,"BAJO ELÉCTRICO DE 4 CUERDAS HH. NEGRO QTE",MEXBUSA,QTE,2235.96552000,2205.00000000,30.96552000,1.384883609475,1
86781,0994404000,"PRE-SLOTTED MELAMINE NUT GUITAR (REF)",FENDER,FENDER,134.48280000,103.47000000,31.01280000,23.060792904371,4
86271,RAVIC7AN,"BAQUETAS VIC FIRTH MOD. 7AN",GONHER,"VIC FIRTH",312.93103000,281.86000000,31.07103000,9.929034522399,4
30691,VABEHHPX2000,"AUDIFONOS BEHRINGER MOD. HPX2000",INOVAUDIO,BEHRINGER,303.58621000,272.51000000,31.07621000,10.236370749515,3
9983,8500390,"BROCHES GUIT. ELEC. EL COMETA ALU.C/PIJA 840(10)",VEERKAMP,"EL COMETA",80.68966000,49.52000000,31.16966000,38.629063500825,11
82494,VATCEAEON,"PEDAL T.C. P/GUITARRA AEON SUSTAINER",INOVAUDIO,"TC ELECTRONIC",994.46552000,962.91000000,31.55552000,3.173113533388,1
90507,424,"SIP108B SOPORTE PARA TELEFONO DE MESA SOUNDKING",ENTRERPRICE,SOUNDKING,120.02586000,88.45125000,31.57461000,26.306505947968,15
43742,A021BK/2PVC,"PIN PIBOTES ALICE NEGRO PUNTO BLANCO GUITARRA",LEMUS,ALICE,33.62070000,2.04000000,31.58070000,93.932309559289,10
43745,A021IVY/3LSR,"BOLSA 72 PIBOTES MARFIL PUNTO LASER GUITARRA",LEMUS,ALICE,33.62070000,1.87000000,31.75070000,94.437950429349,1
29402,HOLOGRAMA-6,"PANDERO VICTORICO HOLOGRAMA-6",OTROS,"SIN MARCA",81.81897000,50.00000000,31.81897000,38.889477586921,4
8649,4508343,"CANAS SAX TENOR 1 1/2 RICO PLASTICOVER RRP05TSX150(5)",VEERKAMP,RICO,124.13793103,92.31200000,31.82593103,25.637555552870,1
82506,MX-4CH,"MEZCLADORA ROMMS PASIVA DE 4 CANALES",MEXBUSA,ROMMS,714.41379000,682.50000000,31.91379000,4.467129616857,1
89779,0990501007,"MAGIC FRETBOARD OIL FENDER",FENDER,FENDER,176.72414000,144.76666667,31.95747333,18.083252989659,12
81369,A010B-G,"BOTE PORTA PUAS FORMA CORAZON CON 72 PIEZAS ALICE",LEMUS,ALICE,34.48280000,2.39652778,32.08627222,93.050077777907,128
77334,7506011,"ACCESORIO TAHALI ERNIE BALL VERDE 4050",VEERKAMP,"ERNIE BALL",153.52586000,121.43000000,32.09586000,20.905833062912,1
69749,SGRF001,"MAQUINARIA P/ GUITARRA CLASICA DORADA SEGOVIA (NOTA)",LEMUS,SEGOVIA,90.62931000,58.50000000,32.12931000,35.451345707035,1
81862,RANUXNST1,"CUBRE INTERRUPTOR P/PEDAL NUX NST-1",GONHER,NUX,72.48276000,40.32666667,32.15609333,44.363781580613,3
76772,PCH20DBR,"PIG HOG CABLE P/INST DAPHNE BLUE 6.10 1/4-1/4 ANG RECTO",LEMUS,"PIG HOG",326.68103000,294.50000000,32.18103000,9.850902576131,1
19122,RAMATGM39S,"MAQUINARIA MAXTONE P/GUITARRA GM-39S",GONHER,MAXTONE,133.62069000,101.40000000,32.22069000,24.113548582933,9
10094,8502512,"ACCESORIO BOTON VOLUMEN P/GUIT.ELEC. CPK PLAST.NGO. KB-2V",VEERKAMP,CPK,38.79310345,6.49000000,32.30310345,83.270222222966,2
58563,PP01,"CONECTOR P/PEDAL EFECTO SILK ROAD",THUNDER,SILKROAD,54.31034483,22.00000000,32.31034483,59.492063493864,3
45079,ITLL-07,"CABLE AMERICAN CABLE 7 PARCHEO PEDAL TEXTIL",ACOUSTIC,"AMERICAN CABLE",106.89655000,74.52800000,32.36855000,30.280256940004,20
8666,4508410,"NP CANAS SAX TENOR 2 RICO ROYALMOD. RKB1020(10)",VEERKAMP,RICO,81.03448276,48.61466667,32.41981609,40.007432621021,12
33914,0730250404,"ENC. 250LR .009/.011/.016/.026/.036/.046 Fender USA Electric Ball End Guitar Strings - Nickel-Plated Steel",FENDER,FENDER,108.62069000,76.16000000,32.46069000,29.884444667034,2
33916,0730250407,"ENC. 250RH .010/.013/.017/.032/.042/.052 Fender USA Electric Ball End Guitar Strings - Nickel-Plated Steel",FENDER,FENDER,108.62069000,76.16000000,32.46069000,29.884444667034,2
33918,0730250409,"ENC. 250H .012/.016/.024w/.032/.042/.052 Fender USA Electric Ball End Guitar Strings - Nickel-Plated Steel",FENDER,FENDER,108.62069000,76.16000000,32.46069000,29.884444667034,6
33912,0730250402,"ENC. 250XS .008/.010/.015/.021w/.030/.038 Fender USA Electric Ball End Guitar Strings - Nickel-Plated Steel",FENDER,FENDER,108.62069000,76.16000000,32.46069000,29.884444667034,2
63250,BB01.2,"BAQUETA COLA DE ABISPA GUIPAR",GUIPAR,"SIN MARCA",59.48275862,27.00000000,32.48275862,54.608695651648,61
8536,4506774,"CANAS CLAR. SIB 1 1/2 RICO ROYAL RCB1015(10)",VEERKAMP,RICO,58.62068966,26.00772414,32.61296552,55.633882353065,29
77136,391,"DF002 ATRIL BASE DE TECLADO SOUNDKING PAKS",ENTRERPRICE,SOUNDKING,279.25000000,246.47342000,32.77658000,11.737360787825,50
80188,"PEP-2 BK","BOTON PARA PUENTE NACIONAL NEGRO",CUERDAS,"SIN MARCA",38.79310345,6.00000000,32.79310345,84.533333334021,1
28025,T-29G,"AFINADOR DIGITAL PARA GUITARRA MUSEDO",LEMUS,MUSEDO,117.20690000,84.35000000,32.85690000,28.033247189372,2
76702,K-412-1B,"CAPO METALICO NEGRO AUTOMATICO",CUERDAS,"SIN MARCA",93.96551724,61.04000000,32.92551724,35.039999999046,3
28956,2977,"PULIMENTO EN CREMA PARA METALES SELMER 2 OZ CONN-SELMER INC",LEMUS,"CONN-SELMER INC",113.79310345,80.75000000,33.04310345,29.037878788954,1
87981,55-468,"55-468 PAR 12X10W RGB W 4IN1 ALIEN PRO","QUALITY LIGHTS","ALIEN PRO",636.21552000,603.16555797,33.04996203,5.194774567901,69
29403,HOLOGRAMA-8,"PANDERO VICTORICO HOLOGRAMA-8",OTROS,"SIN MARCA",93.12069000,60.00000000,33.12069000,35.567487740909,2
8471,4504054,"CANAS CLAR. SIB 2 1/2 RICO ROYAL MOD. RCB1025(10)",VEERKAMP,RICO,58.62068966,25.48600140,33.13468826,56.523879968286,2
8537,4506782,"CANAS CLAR. SIB 2 RICO ROYAL RCB1020(10)",VEERKAMP,RICO,58.62068966,25.43788671,33.18280295,56.605957968868,56
66303,4910009,"GRASA VARAS JUPITER JCM-SG1PK",VEERKAMP,JUPITER,83.62068966,50.39200000,33.22868966,39.737402065335,4
87668,2PP-25LL,"CABLE PLUG ESC A PLUG ESC 25CM PBK LIFE","PROLIFE AUDIO",PBK,103.44830000,70.20000000,33.24830000,32.140015833996,19
75937,MICAL-VDE,"MICA LIENZO VERDE PRADO",PRADO,PRADO,84.48275862,51.11111111,33.37164751,39.501133787669,9
91494,MS-237,"SOPORTE P/TECLADO.3N. DOBLE ABRAZADERA ROMMS",MEXBUSA,ROMMS,1293.37931000,1260.00000000,33.37931000,2.580782740370,6
8789,4530142,"ABRAZ. BOQ. SAX ALTO JUPITER 75-M009GL",VEERKAMP,JUPITER,209.48280000,175.78000000,33.70280000,16.088576245878,2
74543,STLV-MH(10),"CANAS P/SAX TENOR LA VOZ MED. HARD STLV-MH(10)",VEERKAMP,RICO,54.31034483,20.56000000,33.75034483,62.143492065175,8
87669,2PP-50LL,"CABLE PLUG ESC A PLUG ESC 50CM PBK LIFE","PROLIFE AUDIO",PBK,107.75860000,73.80000000,33.95860000,31.513586850609,11
28969,SLRF007,"ROSCA INFERIOR P/ EMBOLO TROMBON SILVERTONE",LEMUS,SILVERTONE,68.96551724,35.00000000,33.96551724,49.249999998985,1
81485,MC-328,"SIS PROFESIONAL MICROFONOS UHF DIGITAL",MEXBUSA,ROMMS,1731.87931000,1697.90000000,33.97931000,1.961990642408,10
90976,A041SE_BK,"HUEVOS DE PERCUSION PLASTICO NEGRO (PAR) ALICE",LEMUS,ALICE,59.48000000,25.50000000,33.98000000,57.128446536651,25
28404,DCB-75B-C,"CENCERRO 7-1/2 19.05cm CROMADO DM MASTER DRUM",LEMUS,"DRUM MASTER",148.75862000,114.75000000,34.00862000,22.861612994259,8
90559,399,"DG016 BASE PARA GUITARRA SOUNDKING",ENTRERPRICE,SOUNDKING,145.74138000,111.40000000,34.34138000,23.563232350346,48
34845,0994914000,"AM SRS STRAP BUTTONS (ACC)",FENDER,FENDER,91.20690000,56.73058824,34.47631176,37.800113544041,17
45112,FGA-I,"FUNDA ARNOLDI GUIT I FGA-I*",ARNOLDI,ARNOLDI,164.54310000,130.00000000,34.54310000,20.993344600898,207
7059,2103094,"ERNIE BALL SLINKY NICKEL WOUND CUERDAS GUITARRA ELECTRICA 2222 HYBRID SLINKY 9-46",VEERKAMP,"ERNIE BALL",147.13793000,112.55000000,34.58793000,23.507147341274,3
8557,4506928,"CANAS CLAR. SIB 4 1/2 VANDOREN V12 MOD. CR1945(10)",VEERKAMP,VANDOREN,81.03448276,46.36000000,34.67448276,42.789787235016,3
28765,AFCHPR,"MICRO AFINADOR P/ CHELO 4/4 NIQUELADO PEARL RIVER",LEMUS,"PEARL RIVER",69.82758621,35.00000000,34.82758621,49.876543212104,1
28762,AFCHPR3/4,"MICRO AFINADOR P/ CHELO 3/4 NIQUELADO PEARL RIVER",LEMUS,"PEARL RIVER",69.82758621,35.00000000,34.82758621,49.876543212104,3
30855,IABEHUM2,"INTERFASE BEHRINGER MOD. UM-2",INOVAUDIO,BEHRINGER,714.82759000,680.00000000,34.82759000,4.872166447856,7
90442,2607,"BARRA DE SUBWOOFER NEUMATICA PARA ENCHUFE DE 35 MM SOUNDKING",ENTRERPRICE,SOUNDKING,516.37931000,481.48464286,34.89466714,6.757564926449,28
89123,10,"AH-81 SOPORTE PARA GUITARRA DE PARED",ENTRERPRICE,AROMA,85.34483000,50.39795833,34.94687167,40.947848475414,24
81738,PAN-06PK,"PANDERO 6 TIPO REMO ROSA",MEXBUSA,ECLIPSE,168.53448000,133.40000000,35.13448000,20.847057527931,8
79644,4502021,"BOQUILLA CORNETA EL COMETA INFANTERIA LATON AMC-B1",VEERKAMP,"EL COMETA",162.93100000,127.79000000,35.14100000,21.568025728683,3
88930,MS-251,"SOPORTE PARA ILUMINACIÓN ROMMS MS-251 AJUSTABLE",MEXBUSA,ROMMS,1242.64655000,1207.50000000,35.14655000,2.828362578241,3
89398,RADADEXL120E,"ENCORDADURA DADDARIO MOD. EXL120-E",GONHER,DADDARIO,156.03448000,120.88000000,35.15448000,22.529943381745,10
33915,0730250406,"FENDER 250S NICKEL PLATED STEEL HEAVY",FENDER,FENDER,109.53448000,74.32826923,35.20621077,32.141669700719,104
33926,0730350406,"ENC. 350R .010/.013/.017/.026/.036/.046 Fender USA Electric Ball End Guitar Strings - Stainless Steel",FENDER,FENDER,105.75000000,70.54000000,35.21000000,33.295508274232,1
34096,0981002503,"Shell Large Thumb Picks (3 per pack) (ACC)",FENDER,FENDER,87.93103448,52.68000000,35.25103448,40.089411762826,2
20270,RANEWB5B,"BAQUETAS NEW BEAT MOD. NB-5B *",GONHER,"NEW BEAT",145.68970000,110.40000000,35.28970000,24.222508523252,2
87795,IABEHBC110,"MICROFONO BEHRINGER MOD. BC110",INOVAUDIO,BEHRINGER,210.57759000,174.81034000,35.76725000,16.985306936032,2
65491,3620011,"SOP. SUP. GIBRALTAR ATRIL C/TIEMPO AUTOM SC-DC",VEERKAMP,GIBRALTAR,376.04310000,340.24000000,35.80310000,9.521009692772,14
89111,395,"DF041 BASE PARA TECLADO CON MANIJA",ENTRERPRICE,SOUNDKING,282.45690000,246.64000000,35.81690000,12.680483287893,14
81389,MS-201E,"ATRIL DE VARILLA P/PARTITURA ECONOMICA",MEXBUSA,ROCKERS,165.02586000,129.20000000,35.82586000,21.709239994265,2
8534,4506758,"CANAS CLAR. SIB 3 RICO PLAS RRP05BCL300(5)",VEERKAMP,RICO,84.48275862,48.63400123,35.84875739,42.433223033408,10
8535,4506761,"CANAS CLAR. SIB 3 1/2 RICO PLAS MOD. RRP05BCL350(5)",VEERKAMP,RICO,84.48275862,48.56992098,35.91283764,42.509073125245,25
20063,RAMEIMCP,"POLISH MEINL P/PLATILLO MOD. MCP",GONHER,MEINL,375.00000000,339.01724000,35.98276000,9.595402666667,1
7166,2200702,"CDAS. VIOLIN 3A. VICTOR AC 73(10)",VEERKAMP,VICTOR,68.10344828,32.03641714,36.06703114,52.959184961846,70
75938,MICAL-ORO,"MICA LIENZO ORO PRADO",PRADO,PRADO,93.96551724,57.85714286,36.10837438,38.427260808637,7
20264,RANEWB5A,"BAQUETAS NEW BEAT MOD. NB-5A *",GONHER,"NEW BEAT",146.55170000,110.40000000,36.15170000,24.668222886531,2
20258,RANEWB2B,"BAQUETAS NEW BEAT MOD. NB-2B *",GONHER,"NEW BEAT",146.55170000,110.40000000,36.15170000,24.668222886531,1
34846,0994915000,"ORIGINAL STRAP BUTTONS (ACC)",FENDER,FENDER,96.49138000,60.24857143,36.24280857,37.560669740655,7
91731,GGSE08SET,"CUERDAS DE GUITARRA ELÉCTRICA DE NÍQUEL: EXTRA LIGHT YAMAHA",YAMAHA,YAMAHA,119.83000000,83.52000000,36.31000000,30.301260118501,20
91732,GGSE09SET,"CUERDAS DE GUITARRA ELÉCTRICA DE NÍQUEL: SUPER LIGHT YAMAHA",YAMAHA,YAMAHA,119.83000000,83.52000000,36.31000000,30.301260118501,100
45155,700,"ENC SELENE ACERO ESTAÑADO ENT PLATA C/B",CUERDAS,SELENE,99.77586000,63.43200000,36.34386000,36.425504124946,1
81380,PAN-06BK,"PANDERO DE 6 TIPO REMO NEGRO",MEXBUSA,ECLIPSE,169.75000000,133.40000000,36.35000000,21.413843888071,2
81740,PAN-06VI,"PANDERO DE 6 TIPO REMO VIOLETA",MEXBUSA,ECLIPSE,169.75000000,133.40000000,36.35000000,21.413843888071,9
8650,4508351,"CANAS SAX TENOR 2 RICO PLAS RRP05TSX200(5(",VEERKAMP,RICO,124.13793103,87.70200000,36.43593103,29.351166664115,30
7599,3102610,"PARCHE POWERBEAT 10 TRANSP. MOD. UK-0310-BA",VEERKAMP,"POWER BEAT",82.31034000,45.85000000,36.46034000,44.296184416198,6
8661,4508396,"NP CANAS SAX TENOR 1 1/2 RICO ROYAL RKB1015(10)",VEERKAMP,RICO,81.03448276,44.55792000,36.47656276,45.013630639234,1
58014,AL-016P,"MAQUINARIA CERRADA P/GUITARRA TEXANA NIQUELADA ALICE",LEMUS,ALICE,85.34480000,48.73333333,36.61146667,42.898298045106,12
81372,AS-016P,"1 PAR CLAVIJAS ABIERTA P/GUIT TEXANA NIQ CLAVIJA PEQUEÑA ALICE",LEMUS,ALICE,85.34480000,48.73333333,36.61146667,42.898298045106,8
91446,982401,"MIC MANO KRIEG KM-24DI UHF RECARGABLE",SENSEY,KRIEG,870.30172000,833.67415800,36.62756200,4.208605034125,10
33948,0730070408,"CUERDAS PARA GUITARRA ACÚSTICA AURISONIC 70 80/20 DE BRONCE FENDER",FENDER,FENDER,122.41379000,85.76000000,36.65379000,29.942533435163,12
89102,BE-P4SB,"BAJO ELÉCTRICO DE 4 CUERDAS HH COLOR SB QTE",MEXBUSA,QTE,2346.79310000,2310.00000000,36.79310000,1.567803314233,4
28059,EXAR006,"ARO P/ TOM DE BATERIA 13" NEGRO 5 LUGS EXTREME",LEMUS,EXTREME,113.79310345,77.00000000,36.79310345,32.333333334359,4
89068,95-101,"LIQUIDO DE HUMO 1GL ALIEN PRO","QUALITY LIGHTS","ALIEN PRO",163.79310000,126.93900000,36.85410000,22.500398368429,4
76781,PH25,"PIG HOG CABLE P/INST",LEMUS,"PIG HOG",223.90517000,187.00000000,36.90517000,16.482500158438,7
89757,3102199,"PARCHE REMO ''ENCORE'' 10'' CLEAR CONTROLLED SOUND",VEERKAMP,REMO,117.24138000,80.31000000,36.93138000,31.500294520587,5
8736,4521048,"ESCOBILLON EMB. JUPITER JCM-BVCB1",VEERKAMP,JUPITER,87.06896552,50.10000000,36.96896552,42.459405942417,1
81160,AU014P,"MAQUINARIA P/UKULELE NIQUELADA CLAVIJA CROMADA ALICE",LEMUS,ALICE,88.86207000,51.68000000,37.18207000,41.842453141143,10
89350,GEA-439NA,"GUITARRA ELECTROACÚSTICA 39 P4 NATURAL QTE",MEXBUSA,QTE,1990.26724000,1953.00000000,37.26724000,1.872474170856,2
20276,RANEWNB7A,"BAQUETAS NEW BEAT MOD. NB-7A *",GONHER,"NEW BEAT",151.26724000,113.94000000,37.32724000,24.676354245638,5
8220,3630477,"BORDONERO TAROLA 14 SW-1420",VEERKAMP,"POWER BEAT",113.79310345,76.37000000,37.42310345,32.886969697987,8
58481,A01-CR,"Palanca Vibrato KD",THUNDER,KD,59.48275862,22.00000000,37.48275862,63.014492753194,1
91531,GGSA12SET,"CUERDAS PARA GUITARRA ACÚSTICA 80/20 BRONZE LIGHT 012- 053 YAMAHA",YAMAHA,YAMAHA,125.00000000,87.36000000,37.64000000,30.112000000000,10
91529,GGSA10SET,"CUERDAS PARA GUITARRA ACÚSTICA 80/20 BRONZE EXTRA LIGHT 010-047 YAMAHA",YAMAHA,YAMAHA,125.00000000,87.36000000,37.64000000,30.112000000000,29
8582,4507411,"CANAS SAX ALTO 1 1/2 RICO ROYAL RJB1015(10)",VEERKAMP,RICO,80.17241379,42.49400000,37.67841379,46.996731180744,5
8584,4507436,"CANAS SAX ALTO 2 1/2 RICO ROYAL RJB1025(10)",VEERKAMP,RICO,80.17241379,42.44900000,37.72341379,47.052860213004,17
89135,16,"AUS-02 SOPORTE PARA UKELELE, VIOLIN, MANDOLINA (INSTRUMENTOS PEQUEÑOS) AJUSTABLE DE ANGULO Y TAMAÑO",ENTRERPRICE,AROMA,129.31034000,91.54750000,37.76284000,29.203264023589,8
82293,MS-245,"STAND ROMMS PARA DJ",MEXBUSA,ROMMS,720.28448000,682.50000000,37.78448000,5.245771781727,1
8610,4507576,"CANAS SAX ALTO MIB 3 VANDOREN SR213(10)",VEERKAMP,VANDOREN,87.93103448,50.03920000,37.89183448,43.092674508019,17
7601,3102622,"PARCHES POWERBEAT 12 TRANSP. MOD. UK-0312-BA-10P",VEERKAMP,"POWER BEAT",90.46552000,52.55800000,37.90752000,41.902727138472,29
90341,0239978005,"FT-1 PRO CLIP-ON TUNER FENDER",FENDER,FENDER,190.28448000,152.37000000,37.91448000,19.925156271284,5
87205,980405,"KRIEG K-511 MICROFONO ECONOMICO DE MANO PLATA",SENSEY,KRIEG,262.92241000,225.00000000,37.92241000,14.423422484223,11
6988,2102590,"ENC. GUIT. ELEC. JIMMYWESS PRO NIQ.08-38 WN1008",VEERKAMP,"JIMMY WESS",124.13793103,86.20500000,37.93293103,30.557083330826,2
45242,PAL-8E94,"PANDERO MADERA",JULIOS,,68.10344828,30.17000000,37.93344828,55.699746838135,1
8102,3604624,"RESORTE PEDAL BOMBO TAMA REGULAR NGO HP900-7R.",VEERKAMP,TAMA,105.15517000,67.12000000,38.03517000,36.170518292158,1
22859,RAUNOUTT13G2,"PARCHE UNO 13 MOD. UTT13G2",GONHER,UNO,143.82759000,105.79000000,38.03759000,26.446657418093,6
90536,MC-4,"CAPODASTRO EN ALUMINIO NEGRO PARA GUITARRA CLASICA MUSEDO",LEMUS,MUSEDO,110.34483000,72.25000000,38.09483000,34.523438932300,2
74603,BARTER-VH,"METODO BARTER VIHUELA",BARTER,BARTER,68.10344828,30.00000000,38.10344828,55.949367091284,1
74602,BARTER-TR,"METODO BARTER TROMPETA",BARTER,BARTER,68.10344828,30.00000000,38.10344828,55.949367091284,5
74600,BARTER-TP,"METODO BARTER TROMBON PISTONES",BARTER,BARTER,68.10344828,30.00000000,38.10344828,55.949367091284,2
74588,BARTER-CL,"METODO BARTER CLARINETE",BARTER,BARTER,68.10344828,30.00000000,38.10344828,55.949367091284,1
74633,BARTER-CB,"METODO BARTER CONTRABAJO",BARTER,BARTER,68.10344828,30.00000000,38.10344828,55.949367091284,1
74604,BARTER-VI,"METODO BARTER VIOLIN",BARTER,BARTER,68.10344828,30.00000000,38.10344828,55.949367091284,1
76762,BARTER-TR2,"METODO BARTER TROMPETA VOLUMEN 2",BARTER,BARTER,68.10344828,30.00000000,38.10344828,55.949367091284,1
76709,M204-B,"MAQ. GUIT. CLASICA BLANCA PLAST. PAST. OVALADA CON LIRA",CUERDAS,"SIN MARCA",74.13793103,36.00000000,38.13793103,51.441860462180,2
7586,3102583,"PARCHES POWERBEAT BORDONERO 14 TRANSP.",VEERKAMP,"POWER BEAT",87.70690000,49.55100000,38.15590000,43.503874837670,8
80226,AOD-017C,"MAQUINARIA ALICE P/GUITARRA CLASICA CLAVIJA OVALADA",LEMUS,ALICE,90.93103000,52.70000000,38.23103000,42.043986524732,25
74555,AL1320027,"SILBATO SAMBA",TUMBAO,"SIN MARCA",78.44827586,40.00000000,38.44827586,49.010989009644,5
58020,AOD-017A,"MAQUINARIA GUIT ACUST ECO NIQ. ALICE",LEMUS,ALICE,93.23276000,54.59909910,38.63366090,41.437860361530,111
29119,1721,"TAPA BOQUILLAS SELMER P/ SAXOFON ALTO DE PLASTICO CONN-SELMER INC",LEMUS,"CONN-SELMER INC",93.96551724,55.25000000,38.71551724,41.201834861522,1
81482,MC-57,"MICROF.ALAMB. TIPO SM57 CABLE XLR-XLR ROMMS",MEXBUSA,ROMMS,206.75000000,168.00000000,38.75000000,18.742442563482,4
87557,1980351876,"PUAS FENDER PURPLE MOTO (12PK) MED (ACC)",FENDER,FENDER,106.40517000,67.65000000,38.75517000,36.422262188952,4
81734,PAN-08VI,"PANDERO DE 8 TIPO REMO VIOLETA",MEXBUSA,ECLIPSE,192.06897000,153.30000000,38.76897000,20.184921072883,14
45117,FMAN-III,"FUNDA ARNOLDI MANDOLINA",ARNOLDI,ARNOLDI,138.79310000,100.00000000,38.79310000,27.950308768952,12
59894,H01,"CEJA Y CEJILLA DE HUESO GUIPAR",GUIPAR,GUIPAR,44.82758621,6.00000000,38.82758621,86.615384616311,13
6985,2102560,"ENC. GUIT. ACUST. JIMMYWESS BCE 12-054 WB12",VEERKAMP,"JIMMY WESS",142.78448000,103.94000000,38.84448000,27.204973537740,8
80215,A024AL-C,"BOTON P/ TAHALI ALUMINIO NEGRO ALICE",LEMUS,ALICE,44.82758621,5.95000000,38.87758621,86.726923077842,2
75940,MICAL-QDO,"MICA LIENZO QUEMADO PRADO",PRADO,PRADO,93.96551724,55.00000000,38.96551724,41.467889907398,1
88926,RADADEXL110E,"CUERDAS PARA GUITARRA ELÉCTRICA DADDARIO EXL110-E 10-46 REGULAR LIGHT GAUGE",GONHER,DADDARIO,160.34480000,121.33000000,39.01480000,24.331814938807,3
58797,R9,"R9 JGO CDAS NIQUEL ROTO-PINK SUPER LIG",KARMA,ROTOSOUND,113.79310345,74.64000000,39.15310345,34.407272728267,1
34857,0994925000,"PICKUP/SWITCH SCREWS (REF)",FENDER,FENDER,97.79310000,58.61200000,39.18110000,40.065301130652,10
10087,8502231,"SLIDE GUIT. DUNLOP VIDRIO MED. 202SI",VEERKAMP,DUNLOP,162.93100000,123.69500000,39.23600000,24.081359593939,6
19346,RAMAXMDH12P,"PARCHE MAXIMA 12 MOD. MDH-12P",GONHER,MAXIMA,97.41379310,58.16000000,39.25379310,40.295929201426,1
63180,H02,"CEJA Y CEJILLA DE PLASTICO GUIPAR",GUIPAR,"SIN MARCA",44.82758621,5.52173913,39.30584708,87.682274249314,23
7587,3102585,"PARCHE BORDONERO POWERBEAT 15 TRANSP. MOD, UK-0315-SA",VEERKAMP,"POWER BEAT",91.40517000,52.08000000,39.32517000,43.022916537434,18
57457,BX03,"Rivers Tahali Bordax Estrella Roja",RIVERS,RIVERS,169.37931000,130.00000000,39.37931000,23.249185511501,4
81966,BQ-10C/BCO,"JGO 10 CUERDAS P/BAJO QUINTO BLANCA",MEXBUSA,ECLIPSE,175.91379000,136.50000000,39.41379000,22.405173579627,2
87206,980406,"KRIEG K-513 MICROFONO ECONOMICO DE MANO NEGRO",SENSEY,KRIEG,257.68103000,218.25000000,39.43103000,15.302263422340,6
79869,BB01PAK,"PAQUETE DE 10 PARES BAQUETA DE BATERIA BB01 GUIPAR",GUIPAR,SABIAN,289.43966000,250.00000000,39.43966000,13.626211418297,5
8581,4507404,"CANAS SAX ALTO 3 1/2 RICO PLAS RRP05ASX350(5)",VEERKAMP,RICO,98.27586207,58.63400311,39.64185896,40.337330169400,12
79830,ROND,"RONDANA DE METAL PARA BATERIA",OTROS,OTROS,39.65517241,0.00000000,39.65517241,100.000000000000,2
76683,BQSC,"ENC. BAJO QUINTO BRONCE SELENE",CUERDAS,SELENE,145.98276000,106.32600000,39.65676000,27.165372130243,2
22870,RAUNOUB16G1,"PARCHE UNO 16 MOD. UB16G1",GONHER,UNO,151.74138000,112.07000000,39.67138000,26.144074872655,5
30952,IABEHC1,"MICROFONO BEHRINGER C1 MOD. C-1/",INOVAUDIO,BEHRINGER,947.65517000,907.93000000,39.72517000,4.191943573737,1
58021,AOD-018C,"MAQUINARIA ALICE GUIT CLASICA NIQUEL ECO.",LEMUS,ALICE,95.89655000,56.10000000,39.79655000,41.499459573885,27
77050,SE09,"Rivers Tahali Sencillo Gris",RIVERS,RIVERS,110.81034000,71.00000000,39.81034000,35.926557034298,7
57493,SE03,"Rivers Tahali Sencillo Rojo",RIVERS,RIVERS,110.81034000,71.00000000,39.81034000,35.926557034298,7
34337,0991811000,"MINI ELECTRIC STAND FENDER (FES)",FENDER,FENDER,251.91379000,211.92615385,39.98763615,15.873539971750,13
86717,0990541004,"CONCERT FENDER EAR PLUGS 10 PAIR DNB (ACC)",FENDER,FENDER,119.56897000,79.44000000,40.12897000,33.561357934253,12
77315,RAMEISH51,"EFECTO (SHAKER) MEINL MOD. SH-51",GONHER,MEINL,168.81897000,128.62000000,40.19897000,23.811879672053,1
22867,RAUNOUTT14G1,"PARCHE UNO 14 MOD. UTT14G1",GONHER,UNO,126.37069000,86.06000000,40.31069000,31.898765449488,6
22850,RAUNOUTT12G2,"PARCHE UNO 12 MOD. UTT12G2",GONHER,UNO,128.57759000,88.23142857,40.34616143,31.378844034952,14
21811,RAPWAPWLED01,"PORTA PUAS PLANET WAVE MOD. PW-LED-01",GONHER,"PLANET WAVE",119.82758621,79.48000000,40.34758621,33.671366908193,2
66772,7506139,"TAHALI IBANEZ POWERPAD ROJO GSF50-RD",VEERKAMP,IBANEZ,112.82759000,72.38000000,40.44759000,35.849024161555,1
34449,0990690000,"FENDER Correa Security Lock & Button (set 2 of each) (ACC)",FENDER,FENDER,202.28448000,161.79750000,40.48698000,20.014872124643,24
19128,RAMATGN6,"NP SOPORTE MAXTONE CUELLO DE GANSO GN 6",GONHER,MAXTONE,119.87931000,79.21000000,40.66931000,33.925211948584,1
28525,2922SG,"CREMA P/ TROMBON SELMER 1.5 OZ CONN-SELMER INC",LEMUS,"CONN-SELMER INC",99.34483000,58.65000000,40.69483000,40.963208654139,3
76931,0730090402,"ENC. FENDER CUERDAS UKULELE SOPRANO (CCC)",FENDER,FENDER,92.12069000,51.42285714,40.69783286,44.178818960214,28
65487,3619997,"SOP. INF. POWERBEAT ATRIL C/TIEMPO MOD. C-4L",VEERKAMP,"POWER BEAT",78.44827586,37.73000000,40.71827586,51.904615383347,10
34297,0990613106,"Correa 2 Poly Lightning Bolt Black/White",FENDER,FENDER,181.82759000,141.09000000,40.73759000,22.404515178362,4
